industry,company_code,company_name,company_total_salary,company_employee_count,company_110average_salary,company_109average_salary,company_110median_salary,company_109median_salary,company_eps,industry_average_salary,industry_average_eps,is_under_50w,high_eps_low_salary,growth_but_low_salary,low_salary_reason
其他電子業,6667,信紘科,241700000,292,828000,807000,733000,732000,3.27,844000,3.68,,,,
半導體業,6679,鈺太,56245000,43,1308000,992000,1120000,928000,15.06,1309000,7.6,,V,,1.公司致力於提供具競爭力之薪資福利以吸引及留任優秀人才，110年非擔任主管職務之全時員工薪資較109年增加約32%。2.新進員工年齡資歷較淺，影響年度薪資平均數計算。3.本公司已於111年度3月大幅調薪平均約10%。
電腦及週邊設備業,6680,鑫創電子,31312000,39,803000,804000,626000,767000,1.79,827000,5.12,,,,
半導體業,6683,雍智科技,227251000,250,909000,920000,760000,780000,15.5,1309000,7.6,,V,V,本公司員工中後段組裝產線直接人工比率較高，直接人力結構上雇用較多外籍勞工擔任。本期新增人力多以產線為主，以致平均薪資下降。
半導體業,6684,安格,76935000,64,1202000,0,1148000,0,6.59,1309000,7.6,,,,
資訊服務業,6690,安碁資訊,256062000,247,1037000,1089000,856000,933000,5.11,896000,3.02,,,V,"110年招募之員工屬初級工程師較多,使得初級工程師佔全體員工之比例較去年度提高,進而使得平均薪資降低"
資訊服務業,6697,東捷資訊,139827000,166,842000,831000,667000,723000,2.65,896000,3.02,,,,
生技醫療業,6703,軒郁,51585000,88,586000,679000,646000,604000,6.84,714000,1.39,,V,V,本公司係參考104職務薪酬報告及新進/應徵人員徵信調查表評估員工之薪資結構，係依照每年KPI調整，並提供員工認股等福利，以避免低於同業水準。
生技醫療業,6712,長聖,52316000,90,581000,647000,503000,512000,6.0,714000,1.39,,V,V,因應本公司新產品開發、產能提升及業務拓展需求，故有增聘員工之情事，新進員工較多為社會新鮮人及與業績連結之業務人員，故使員工薪資平均數低於同業，且較前一年度減少。
半導體業,6716,應廣,118346000,56,2113000,1690000,1724000,1457000,11.52,1309000,7.6,,,,
電子零組件業,6727,亞泰金屬,84208000,103,818000,799000,736000,722000,5.75,730000,2.59,,,,
貿易百貨,6728,上洋,154788000,204,759000,693000,652000,612000,11.74,608000,4.65,,,,
半導體業,6732,昇佳電子,555502000,166,3346000,2355000,2928000,2132000,33.97,1309000,7.6,,,,
生技醫療業,6733,博晟生醫,17169000,18,954000,0,717000,0,-1.37,714000,1.39,,,,
生技醫療業,6747,亨泰光,100509000,137,734000,779000,607000,624000,10.01,714000,1.39,,,V,1.EPS 110年10.01元較109年5.68元成長76.23%，主係處分子公司利益，使EPS增加2.82元，佔EPS成長65.13%。2.本公司110年新進人員較109年成長7％，由於新進人員薪資結構較資深同仁略低，致使公司平均薪資相對減少。
資訊服務業,6751,智聯服務,45974000,54,851000,837000,768000,749000,2.44,896000,3.02,,,,
資訊服務業,6752,叡揚,536517000,550,975000,968000,839000,830000,4.7,896000,3.02,,,,
電子零組件業,6761,穩得,96867000,109,889000,0,818000,0,8.54,730000,2.59,,,,
生技醫療業,6762,達亞,74936000,106,707000,807000,625000,706000,6.04,714000,1.39,,V,,依EPS決定獎金發放數，109/110年EPS及平均薪資分別為10.67/6.04、807/707仟元。達亞為醫療器材製造業，非主管職之作業員占30%，與其他同業之研發型公司不同。因營運模式、員工組成結構不同，故平均薪資水準不同
電子商務,6763,綠界科技,152206000,171,890000,0,785000,0,21.42,702000,4.08,,,,
生技醫療業,6767,台微醫,20179000,32,631000,591000,503000,484000,-1.64,714000,1.39,,,,
半導體業,6788,華景電,133871000,138,970000,0,884000,0,7.08,1309000,7.6,,,,
其他,6803,崑鼎投控,775293000,794,976000,972000,874000,855000,13.15,709000,2.73,,,,
其他,6804,明係,91775000,183,502000,0,420000,0,1.85,709000,2.73,,,,
電機機械,6829,千附精密,313200000,480,653000,0,590000,0,4.9,657000,2.01,,V,,1.本公司從事精密零組件製造，製造產線均設置在台灣並持續擴廠增加產能，製程中需要大量基礎人員，故直接人員佔比約60%、外籍勞工佔約16%。2.由於110年度新進人員流動率20%，故影響薪資水平。
光電業,7402,邑錡,48931000,56,874000,824000,775000,709000,1.56,818000,1.87,,,,
半導體業,7556,意德士科技,16899000,20,845000,754000,832000,683000,4.62,1309000,7.6,,,,
半導體業,8024,佑華,90411000,84,1076000,879000,967000,821000,1.68,1309000,7.6,,,,
電機機械,8027,鈦昇,176951000,231,766000,739000,691000,665000,2.62,657000,2.01,,,,
電子通路業,8032,光菱,138438000,98,1413000,1046000,1345000,1007000,2.91,774000,1.27,,,,
通信網路業,8034,榮群,63991000,71,901000,795000,805000,689000,1.28,831000,1.69,,,,
電子零組件業,8038,長園科,22138000,34,651000,601000,499000,439000,-2.05,730000,2.59,,,,
半導體業,8040,九暘,163541000,102,1603000,1380000,1504000,1290000,0.91,1309000,7.6,,,,
電子零組件業,8042,金山電,42403000,58,731000,668000,606000,525000,1.24,730000,2.59,,,,
電子零組件業,8043,蜜望實,68748000,89,772000,670000,612000,583000,1.76,730000,2.59,,,,
電子商務,8044,網家,1087351000,1628,668000,707000,527000,502000,0.84,702000,4.08,,,,
其他電子業,8047,星雲,92394000,124,745000,719000,649000,628000,0.43,844000,3.68,,,,
通信網路業,8048,德勝,85744000,108,794000,767000,724000,673000,2.94,831000,1.69,,V,,依各職位工作繁簡、責任輕重適當給薪，按當年度經營成果訂定獎金發放基數依考核結果及在職期間作為發放依據。另公司章程規定年度如有獲利(稅前淨利扣除分派員工及董事酬勞前淨利)，提撥百分之七至十作為員工酬勞
光電業,8049,晶采,106454000,139,766000,699000,588000,536000,2.61,818000,1.87,,V,,"本司為光電業,其歸類實屬廣泛,且每家生產型態不同,部份公司在台並無生產作業人員,因此平均薪資較高,故比較基礎殊不一致。本公司之員工分紅制度,係按稅前淨利5~12%提撥,故而公司經營績效好,員工薪酬自然增加。"
電腦及週邊設備業,8050,廣積,340338000,476,715000,632000,573000,529000,2.69,827000,5.12,,,,
半導體業,8054,安國,93520000,64,1461000,1158000,1296000,1037000,3.25,1309000,7.6,,,,
通信網路業,8059,凱碩,72781000,76,958000,750000,891000,520000,-0.8,831000,1.69,,,,
光電業,8064,東捷,454214000,515,882000,800000,808000,760000,2.12,818000,1.87,,,,
貿易百貨,8066,來思達,13201000,18,733000,766000,692000,673000,1.11,608000,4.65,,,,
電子通路業,8067,志旭,16298000,36,453000,447000,385000,375000,-0.92,774000,1.27,V,,,"1.本公司110年美妝專櫃人員有9位, 而使年度平均新資數較低2.110年未提列員工紅利報酬."
電子通路業,8068,全達,17913000,23,779000,773000,757000,738000,-0.52,774000,1.27,,,,
光電業,8069,元太,1145288000,891,1285000,1172000,1100000,1014000,4.53,818000,1.87,,,,
電子零組件業,8071,能率網通,5113000,9,568000,539000,576000,518000,1.11,730000,2.59,,,,
電子零組件業,8074,鉅橡,135861000,230,591000,563000,555000,519000,0.94,730000,2.59,,,,
電腦及週邊設備業,8076,伍豐,182751000,220,831000,703000,714000,634000,0.55,827000,5.12,,,,
觀光事業,8077,洛碁,85696000,210,408000,397000,386000,368000,-3.3,504000,-0.83,V,,,110年度受新冠肺炎疫情影響，全台北住宿率雖較前年提升，但國境尚未開放仍直接影響房務人員每月的房務津貼，且本公司於8~10月實施休息減班及充電再出發計畫，高於基本工資的部份由勞動部支付，故影響薪資平均數。
建材營造,8080,永利聯合,2573000,5,515000,476000,525000,475000,-1.21,904000,2.05,,,,
電機機械,8083,瑞穎,152517000,155,984000,999000,954000,934000,10.08,657000,2.01,,,,
電子通路業,8084,巨虹,14702000,17,865000,697000,743000,645000,-0.83,774000,1.27,,,,
其他電子業,8085,福華,132303000,234,565000,558000,530000,492000,0.24,844000,3.68,,,,
半導體業,8086,宏捷科,670831000,815,823000,739000,746000,668000,4.29,1309000,7.6,,,,
光電業,8087,華鎂鑫,17338000,35,495000,355000,412000,336000,-0.84,818000,1.87,V,,,本公司110年度營業收入較同期109年度成長7.54%，110年度非擔任主管職務之平均員工薪資較109年度增加39.4%；本公司因光碟業務持續衰退而虧損，且多數員工為基層員工，故平均員工薪資尚屬合理。
半導體業,8088,品安,280502000,596,471000,490000,409000,355000,1.64,1309000,7.6,V,,,"110年受疫情嚴重影響，獲利遜於同期，影響全年度獎金發放產業代工生產線人員(佔70%),原薪資水平稍低於同業外籍移工人數佔25%，整體薪資水平略低同業我司規畫111年員工調薪,預期員工薪酬可獲得改善"
通信網路業,8089,康全電訊,154434000,136,1136000,1122000,977000,1056000,-0.46,831000,1.69,,,,
電子零組件業,8091,翔名,257831000,327,788000,780000,665000,695000,5.92,730000,2.59,,,,
其他電子業,8092,建暐,88928000,179,497000,480000,449000,437000,-0.58,844000,3.68,V,,,主係1.受疫情影響  訂單及營收未回復正常水準  整體營收及接單狀況仍屬低彌  公司虧損致調薪及獎金仍未增加  固非經理人之全時員工薪資平均數  未達50萬元
電子零組件業,8093,保銳,50797000,78,651000,722000,569000,651000,-0.83,730000,2.59,,,,
電子通路業,8096,擎亞,53951000,46,1173000,1107000,1169000,988000,1.13,774000,1.27,,,,
通信網路業,8097,常珵,14819000,23,644000,620000,501000,484000,-0.31,831000,1.69,,,,
資訊服務業,8099,大世科,378098000,504,750000,726000,636000,629000,2.01,896000,3.02,,,,
電機機械,8107,大億金茂,78487000,135,581000,643000,476000,482000,0.27,657000,2.01,,,V,1.EPS較前一年度成長主係業外認列金融商品利益所致，本業並無明顯成長。2.109年下半年至110年中階主管及資深員工離職人數較多，公司增補人力多為基層生產員工，導致拉低平均薪資。
電子零組件業,8109,博大,172104000,246,700000,640000,624000,567000,5.28,730000,2.59,,V,,本公司較同業為低，係因本公司組織扁平且生產相關作業人員多。扣掉經理人後，較高薪之非經理人主管人數少且職務均僅止於經理層級；若以副課長層級以上其佔比不到10%，因此相對薪資平均數低於同業水準係屬合理。
光電業,8111,立碁,142881000,199,718000,684000,638000,628000,3.61,818000,1.87,,V,,設廠台灣，生產製造員工佔比近5成，流動性較大，且有1成為外籍員工，因人力結構上的差異造成平均薪資上的落差，且為反映110年的經營績效，111年均已調薪。
電子零組件業,8121,越峰,104746000,117,895000,821000,819000,749000,0.32,730000,2.59,,,,
電子零組件業,8147,正淩,62832000,91,690000,636000,603000,564000,1.29,730000,2.59,,,,
電子零組件業,8155,博智,484819000,725,669000,661000,602000,569000,7.85,730000,2.59,,V,,本公司屬勞力密集產業，僅在台灣生產；直接人力佔總人力76%，其中外籍移工又佔總人力25%，因而拉低整體平均薪資。雖110年每股盈餘較109年減少，但公司致力員工薪酬福利調整，平均薪資仍然成長。
通信網路業,8171,天宇,21865000,42,521000,469000,473000,370000,-1.22,831000,1.69,,,,
通信網路業,8176,智捷,43907000,51,861000,874000,825000,853000,-0.88,831000,1.69,,,V,"公司EPS雖較前一年度成長,但仍為虧損階段且非經理人之全時員工薪資平均數減少原因為部份資深員工離職所致。員工薪給參照市場行情、公司營運狀況及市場動態而調整。110年度非經理人員工之個別薪資調幅為：0%~20.7%。"
電子零組件業,8182,加高,217316000,355,612000,565000,517000,477000,4.76,730000,2.59,,V,,因本公司產業特性因素，基層作業人員比重較高，致非主管職務之全時員工薪資平均數較低。
其他電子業,8183,精星,134080000,241,556000,576000,456000,492000,4.16,844000,3.68,,V,V,"110年精星獲利500,402千元，其中屬境外轉投資收益573,315千元，台灣廠本身為虧損狀態。因獲利來源為境外轉投資公司貢獻，且依獲利提撥之員工分紅係於隔年發放，故無法直接反應至100年度台灣員工薪資上。"
電腦及週邊設備業,8234,新漢,553006000,791,699000,697000,603000,612000,1.0,827000,5.12,,,,
光電業,8240,華宏,436784000,597,732000,669000,647000,468000,4.39,818000,1.87,,V,,"本年度EPS提升主要係因,轉投資公司-青島長宏之拆遷補償收入293,302(仟元)貢獻EPS約2.99元;另台灣之生產基地位於台南官田及高雄燕巢,其消費水平較低;以致本年度EPS高於同業平均數,非經理人薪資平均數低於同業水準。"
電機機械,8255,朋程,457992000,627,730000,653000,597000,537000,5.25,657000,2.01,,,,
半導體業,8277,商丞,37304000,53,704000,673000,552000,537000,-0.78,1309000,7.6,,,,
生技醫療業,8279,生展,213543000,338,632000,604000,557000,524000,8.77,714000,1.39,,V,,1.110年度本公司營業績效之達成狀況不如預期，致公司員工績效獎金減少。2.現場人力擴編，基層員工平均年資偏低。3.因現場直接人力較無技術性門檻、工作替代性高，人員流動率高。
資訊服務業,8284,三竹,249139000,302,825000,868000,761000,783000,4.06,896000,3.02,,V,V,本公司109年下半年至110年上半年招募了許多非經驗豐富之同仁進行培訓，因此110年下半年度雖然有針對許多工程師大幅調薪，但還是無法拉高110年整體的平均薪資。
電子零組件業,8289,泰藝,136799000,192,712000,556000,609000,474000,3.12,730000,2.59,,V,,因雇用外勞和學校實習生的人數增加.
電子零組件業,8291,尚茂,41784000,84,497000,485000,469000,458000,-0.66,730000,2.59,V,,,茲因本公司110年度持續受到新型冠狀肺炎(Covid-19)影響，營業額較109年度衰退7.64%，生產稼動率較前一年度整體下降，造成加班時數減少，導致非經理人之全時員工薪資平均數未達50萬元。
半導體業,8299,群聯,6433567000,2403,2677000,2869000,2176000,2332000,41.34,1309000,7.6,,,,
其他,8342,益張,108936000,234,466000,582000,379000,468000,3.73,709000,2.73,V,V,,外籍勞工薪資偏低及人數占比高達25%，故拉低整體平均薪資。
鋼鐵工業,8349,恒耀國際,302705000,456,664000,589000,606000,529000,3.03,857000,3.17,,,,
其他,8354,冠好,93329000,176,530000,511000,513000,475000,3.06,709000,2.73,,V,,公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準原因-公司110年EPS大幅增加原因為出售不動產獲利之業外收入，非本業大幅獲利，所以員工薪資平均數並未大幅成長。
電子零組件業,8358,金居,231219000,291,795000,732000,750000,705000,6.03,730000,2.59,,,,
其他電子業,8383,千附,224605000,367,612000,599000,536000,534000,-1.33,844000,3.68,,,,
其他,8390,金益鼎,118224000,124,953000,784000,862000,721000,3.47,709000,2.73,,,,
其他,8401,白紗科,272186000,433,629000,607000,580000,568000,1.96,709000,2.73,,,,
生技醫療業,8403,盛弘,93205000,117,797000,766000,647000,664000,2.04,714000,1.39,,,,
生技醫療業,8409,商之器,72352000,105,689000,664000,596000,602000,-0.73,714000,1.39,,,,
電腦及週邊設備業,8410,森田,148831000,221,673000,699000,651000,667000,1.14,827000,5.12,,,,
鋼鐵工業,8415,大國鋼,72660000,56,1298000,658000,879000,578000,3.5,857000,3.17,,,,
資訊服務業,8416,實威,179464000,204,880000,876000,797000,753000,11.35,896000,3.02,,V,,主係110年疫情不確定因素，員工離職率成長近6%，影響薪資平均數未能與盈收同步成長；參酌同業人才薪資水準，及因應疫後求才市場狀況，已著手規劃提昇員工整體薪資福利水平。
其他,8420,明揚,392568000,489,803000,528000,741000,503000,4.64,709000,2.73,,,,
其他,8421,旭源,146475000,243,603000,566000,512000,480000,-2.07,709000,2.73,,,,
建材營造,8424,惠普,105729000,145,729000,664000,673000,623000,4.61,904000,2.05,,V,,本公司係矽酸鈣板製造業，屬建材下游產業，加工技術層次較低且所需學歷普遍較低之下，薪資可能較低。惟公司獲利主要緣於產業之供需及有效良善管理。近年公司依舊維持在2~3%之穩定調薪，提供良善之薪資環境。
其他電子業,8431,匯鑽科,9835000,15,656000,630000,666000,537000,4.24,844000,3.68,,V,,"本公司生產基地都在海外, 台灣人員多為基本辦公室人員，人員配置相較於其他公司來得簡單。本公司工廠都在海外, 生產提高是增加當地人手的直接當地公司聘用跟配置。"
生技醫療業,8432,東生華,67082000,63,1065000,1117000,863000,948000,1.23,714000,1.39,,,,
貿易百貨,8433,弘帆,15383000,22,699000,578000,640000,501000,4.0,608000,4.65,,,,
其他,8435,鉅邁,92395000,72,1283000,1200000,1184000,1179000,4.03,709000,2.73,,,,
生技醫療業,8436,大江,539701000,569,949000,1028000,842000,923000,13.17,714000,1.39,,,,
其他,8440,綠電,74469000,110,677000,579000,578000,512000,1.37,709000,2.73,,,,
文化創意業,8446,華研,52892000,71,745000,746000,644000,699000,6.56,1063000,5.55,,V,,本公司為流行音樂公司，同類股包含線上遊戲、文創百貨、教育平台等，不易比較。本公司衡量員工表現與公司獲利關係，並觀察市場薪資變化，適時調整。110年獲利減少，員工酬勞及獎金減少，故平均薪資未能提升。
文化創意業,8450,霹靂,127879000,260,492000,424000,443000,388000,-4.6,1063000,5.55,V,,,本年度獲利狀況不佳致無發放員工業務獎金等
電子商務,8472,夠麻吉,108260000,153,708000,816000,589000,678000,0.61,702000,4.08,,,,
其他,8476,台境,55125000,94,586000,558000,519000,506000,-0.49,709000,2.73,,,,
電子商務,8477,創業家,102081000,163,626000,633000,503000,498000,-1.06,702000,4.08,,,,
其他,8489,三貝德,46445000,102,455000,443000,411000,414000,-0.8,709000,2.73,V,,,因應教育政策課綱變化，產品內容調整更新過程，相關編輯及課程單位人力整合亦朝向年輕化，故相對資歷於薪資級距上與資深人員薪資即有差異，員工薪資中位數與前一年度差異不大，薪資水準與公司營運績效連結尚屬合理。
其他,8905,裕國,99941000,186,537000,479000,491000,445000,2.53,709000,2.73,,,,
其他,8906,花王,33042000,64,516000,509000,456000,442000,0.1,709000,2.73,,,,
油電燃氣業,8908,欣雄,81888000,119,688000,742000,627000,625000,2.16,682000,1.61,,,V,110年員工薪資平均數較上年減少54仟元，原因主係110年度經理人異動，原屬非經理人之員工，於110年調整為經理人，使非經理人員工年平均薪資減少。
其他,8916,光隆,215105000,241,893000,918000,738000,734000,3.58,709000,2.73,,,V,109年因有三位副總級主管職務異動，列入非主管職員工，故110年薪資平均數稍微略減。
油電燃氣業,8917,欣泰,161552000,154,1049000,1099000,952000,1011000,2.21,682000,1.61,,,,
其他,8921,沈氏,109185000,159,687000,656000,629000,619000,0.31,709000,2.73,,,,
文化創意業,8923,時報,73174000,127,576000,602000,562000,608000,1.0,1063000,5.55,,,V,因110年本公司之中階員工離職人數較多，且新進人員的起薪較低，故員工薪資總額較109年為低。  綜合上述原因，故110年非經理人之全時員工「薪資平均數」較109年為低，並無異常。
其他,8924,大田,224570000,178,1262000,842000,1141000,563000,20.15,709000,2.73,,,,
油電燃氣業,8927,北基,178969000,407,440000,436000,399000,393000,0.69,682000,1.61,V,,,基於產業特性，以工讀及兼職人力居多，流動率高。110年全年度兼職人員佔比約60%，依110年相關法令規定計算，兼職年薪約28.8萬元。故無法滿足平均年薪50萬以上之水平。
其他,8928,鉅明,577368000,1074,538000,469000,498000,435000,4.7,709000,2.73,,V,,1.員工薪資-平均數由109年的469仟元，增加為110年的538仟元，增加金額69仟元，增加幅度14.71%。2.同業EPS：復盛18.03、大田20.15、明安10.01、鉅明4.70，本公司EPS獲利表現並未較同業佳。
其他,8929,富堡,38688000,77,502000,483000,466000,439000,-1.32,709000,2.73,,,,
鋼鐵工業,8930,青鋼,74625000,107,697000,601000,622000,546000,1.0,857000,3.17,,,,
油電燃氣業,8931,大汽電,152743000,163,937000,964000,861000,874000,1.39,682000,1.61,,,,
其他,8932,宏大,127148000,239,532000,478000,490000,452000,-1.21,709000,2.73,,,,
其他,8933,愛地雅,138107000,261,529000,385000,489000,342000,0.29,709000,2.73,,,,
其他,8935,邦泰,40490000,71,570000,515000,529000,477000,0.52,709000,2.73,,,,
其他,8936,國統,103895000,208,499000,615000,445000,542000,1.81,709000,2.73,V,,V,依該計算方式：不滿6個月之新進或離職人員並無納入。本公司110／6月前離職人數為20 ;新進人數為14(未滿6個月)。又因離職人員給薪較高，在加上上述人員離職及報到時期未能銜接，以致110年與109年的薪資平均出現差異。
其他,8937,合騏,40667000,81,502000,463000,422000,411000,-0.79,709000,2.73,,,,
其他,8938,明安,906653000,1057,858000,720000,672000,619000,10.01,709000,2.73,,,,
貿易百貨,8941,關中,8926000,12,744000,688000,750000,697000,3.6,608000,4.65,,,,
其他,8942,森鉅,132713000,208,638000,650000,551000,582000,7.81,709000,2.73,,V,V,本公司薪資報酬委員會定期討論相關薪酬給付標準及制度之檢討，並以公司整體營運狀況為主要考量，均衡各種風險因素後而為之；經營績效之成果將影響年終激勵獎金之發放。
文化創意業,9949,琉園,47122000,88,535000,491000,481000,444000,-0.76,1063000,5.55,,,,
塑膠工業,9950,萬國通,170426000,451,378000,348000,355000,315000,-4.21,432000,-0.72,V,,,因公司連續虧損，員工薪資未作調整，但年平均薪資，還是在基本薪資之上。
電機機械,9951,皇田,403531000,676,597000,570000,522000,502000,5.33,657000,2.01,,V,,本司110年度每股盈餘較109年度衰退20.33%，惟員工平均薪資仍較109年度成長4.74%，亦於111年度進行薪資調整，後續也將逐步調漲本司員工薪資。
貿易百貨,9960,邁達康,41670000,80,521000,476000,486000,427000,2.54,608000,4.65,,,,
鋼鐵工業,9962,有益,44275000,73,607000,525000,609000,507000,1.55,857000,3.17,,,,
